Riversystem uTAHPS reservoir fractions [fr] 
YYYY MM DD HH HJELLE GRESSE TOPPSY KROKNESVATN 
2022 10 9 6 0.5084 0.6478 0.9197 0.7459 
2022 10 9 7 0.5090 0.6477 0.9198 0.7461 
2022 10 9 8 0.5096 0.6476 0.9199 0.7463 
2022 10 9 9 0.5102 0.6475 0.9199 0.7465 
2022 10 9 10 0.5108 0.6474 0.9200 0.7467 
2022 10 9 11 0.5113 0.6473 0.9201 0.7469 
2022 10 9 12 0.5118 0.6471 0.9201 0.7470 
2022 10 9 13 0.5123 0.6470 0.9202 0.7472 
2022 10 9 14 0.5128 0.6469 0.9203 0.7474 
2022 10 9 15 0.5133 0.6468 0.9203 0.7476 
2022 10 9 16 0.5137 0.6467 0.9204 0.7477 
2022 10 9 17 0.5142 0.6465 0.9204 0.7479 
2022 10 9 18 0.5146 0.6464 0.9205 0.7481 
2022 10 9 19 0.5150 0.6463 0.9206 0.7483 
2022 10 9 20 0.5154 0.6462 0.9206 0.7484 
2022 10 9 21 0.5158 0.6460 0.9207 0.7486 
2022 10 9 22 0.5161 0.6459 0.9207 0.7488 
2022 10 9 23 0.5165 0.6458 0.9208 0.7489 
2022 10 10 0 0.5168 0.6456 0.9208 0.7491 
2022 10 10 1 0.5172 0.6455 0.9209 0.7493 
2022 10 10 2 0.5175 0.6454 0.9209 0.7494 
2022 10 10 3 0.5178 0.6452 0.9210 0.7496 
2022 10 10 4 0.5182 0.6451 0.9210 0.7498 
2022 10 10 5 0.5185 0.6450 0.9211 0.7499 
2022 10 10 6 0.5188 0.6448 0.9211 0.7501 
2022 10 10 7 0.5191 0.6447 0.9212 0.7502 
2022 10 10 8 0.5193 0.6446 0.9212 0.7504 
2022 10 10 9 0.5196 0.6444 0.9213 0.7505 
2022 10 10 10 0.5198 0.6443 0.9213 0.7507 
2022 10 10 11 0.5200 0.6441 0.9214 0.7509 
2022 10 10 12 0.5203 0.6440 0.9214 0.7510 
2022 10 10 13 0.5206 0.6439 0.9215 0.7512 
2022 10 10 14 0.5208 0.6437 0.9215 0.7513 
2022 10 10 15 0.5211 0.6436 0.9216 0.7515 
2022 10 10 16 0.5214 0.6434 0.9216 0.7517 
2022 10 10 17 0.5217 0.6433 0.9217 0.7518 
2022 10 10 18 0.5220 0.6432 0.9218 0.7520 
2022 10 10 19 0.5223 0.6431 0.9218 0.7522 
2022 10 10 20 0.5226 0.6429 0.9219 0.7524 
2022 10 10 21 0.5229 0.6428 0.9219 0.7525 
2022 10 10 22 0.5232 0.6427 0.9220 0.7527 
2022 10 10 23 0.5235 0.6425 0.9220 0.7529 
2022 10 11 0 0.5238 0.6424 0.9221 0.7531 
2022 10 11 1 0.5241 0.6423 0.9222 0.7532 
2022 10 11 2 0.5244 0.6421 0.9222 0.7534 
2022 10 11 3 0.5247 0.6420 0.9223 0.7536 
2022 10 11 4 0.5250 0.6419 0.9223 0.7537 
2022 10 11 5 0.5253 0.6417 0.9224 0.7539 
2022 10 11 6 0.5255 0.6416 0.9224 0.7541 
2022 10 11 7 0.5258 0.6415 0.9225 0.7542 
2022 10 11 8 0.5260 0.6413 0.9225 0.7544 
2022 10 11 9 0.5263 0.6412 0.9226 0.7546 
2022 10 11 10 0.5265 0.6410 0.9226 0.7547 
2022 10 11 11 0.5267 0.6409 0.9227 0.7549 
2022 10 11 12 0.5270 0.6408 0.9227 0.7551 
2022 10 11 13 0.5272 0.6406 0.9228 0.7552 
2022 10 11 14 0.5274 0.6405 0.9228 0.7554 
2022 10 11 15 0.5275 0.6403 0.9229 0.7555 
2022 10 11 16 0.5277 0.6402 0.9229 0.7557 
2022 10 11 17 0.5279 0.6400 0.9230 0.7559 
2022 10 11 18 0.5281 0.6399 0.9230 0.7560 
2022 10 11 19 0.5282 0.6397 0.9231 0.7562 
2022 10 11 20 0.5284 0.6396 0.9231 0.7563 
2022 10 11 21 0.5285 0.6394 0.9232 0.7565 
2022 10 11 22 0.5286 0.6393 0.9232 0.7566 
2022 10 11 23 0.5288 0.6391 0.9232 0.7568 
2022 10 12 0 0.5289 0.6390 0.9233 0.7569 
2022 10 12 1 0.5290 0.6388 0.9233 0.7571 
2022 10 12 2 0.5291 0.6387 0.9234 0.7572 
2022 10 12 3 0.5292 0.6385 0.9234 0.7574 
2022 10 12 4 0.5292 0.6384 0.9234 0.7575 
2022 10 12 5 0.5293 0.6382 0.9235 0.7577 
2022 10 12 6 0.5294 0.6381 0.9235 0.7578 
2022 10 12 7 0.5294 0.6379 0.9236 0.7580 
2022 10 12 8 0.5295 0.6378 0.9236 0.7581 
2022 10 12 9 0.5295 0.6376 0.9236 0.7582 
2022 10 12 10 0.5295 0.6374 0.9237 0.7584 
2022 10 12 11 0.5295 0.6373 0.9237 0.7585 
2022 10 12 12 0.5295 0.6371 0.9237 0.7587 
2022 10 12 13 0.5295 0.6369 0.9238 0.7588 
2022 10 12 14 0.5295 0.6368 0.9238 0.7589 
2022 10 12 15 0.5294 0.6366 0.9238 0.7591 
2022 10 12 16 0.5294 0.6364 0.9239 0.7592 
2022 10 12 17 0.5293 0.6363 0.9239 0.7594 
2022 10 12 18 0.5293 0.6361 0.9239 0.7595 
2022 10 12 19 0.5292 0.6359 0.9240 0.7596 
2022 10 12 20 0.5291 0.6358 0.9240 0.7598 
2022 10 12 21 0.5290 0.6356 0.9240 0.7599 
2022 10 12 22 0.5289 0.6354 0.9241 0.7600 
2022 10 12 23 0.5288 0.6353 0.9241 0.7602 
2022 10 13 0 0.5287 0.6351 0.9241 0.7603 
2022 10 13 1 0.5286 0.6349 0.9241 0.7604 
2022 10 13 2 0.5285 0.6347 0.9242 0.7606 
2022 10 13 3 0.5284 0.6346 0.9242 0.7607 
2022 10 13 4 0.5282 0.6344 0.9242 0.7608 
2022 10 13 5 0.5281 0.6342 0.9243 0.7610 
2022 10 13 6 0.5280 0.6341 0.9243 0.7611 
2022 10 13 7 0.5278 0.6339 0.9243 0.7612 
2022 10 13 8 0.5277 0.6337 0.9244 0.7614 
2022 10 13 9 0.5276 0.6335 0.9244 0.7615 
2022 10 13 10 0.5275 0.6334 0.9244 0.7616 
2022 10 13 11 0.5274 0.6332 0.9244 0.7618 
2022 10 13 12 0.5272 0.6330 0.9245 0.7619 
2022 10 13 13 0.5271 0.6328 0.9245 0.7620 
2022 10 13 14 0.5270 0.6327 0.9245 0.7622 
2022 10 13 15 0.5268 0.6325 0.9246 0.7623 
2022 10 13 16 0.5267 0.6323 0.9246 0.7624 
2022 10 13 17 0.5265 0.6322 0.9246 0.7626 
2022 10 13 18 0.5264 0.6320 0.9247 0.7627 
2022 10 13 19 0.5262 0.6318 0.9247 0.7629 
2022 10 13 20 0.5260 0.6316 0.9247 0.7630 
2022 10 13 21 0.5258 0.6315 0.9247 0.7631 
2022 10 13 22 0.5256 0.6313 0.9248 0.7633 
2022 10 13 23 0.5254 0.6311 0.9248 0.7634 
2022 10 14 0 0.5252 0.6309 0.9248 0.7635 
2022 10 14 1 0.5250 0.6307 0.9248 0.7636 
2022 10 14 2 0.5248 0.6306 0.9249 0.7638 
2022 10 14 3 0.5246 0.6304 0.9249 0.7639 
2022 10 14 4 0.5243 0.6302 0.9249 0.7640 
2022 10 14 5 0.5241 0.6300 0.9249 0.7642 
2022 10 14 6 0.5238 0.6298 0.9250 0.7643 
2022 10 14 7 0.5236 0.6296 0.9250 0.7644 
2022 10 14 8 0.5233 0.6295 0.9250 0.7645 
2022 10 14 9 0.5230 0.6293 0.9250 0.7647 
2022 10 14 10 0.5227 0.6291 0.9251 0.7648 
2022 10 14 11 0.5224 0.6289 0.9251 0.7649 
2022 10 14 12 0.5221 0.6287 0.9251 0.7650 
2022 10 14 13 0.5218 0.6285 0.9251 0.7651 
2022 10 14 14 0.5214 0.6283 0.9251 0.7653 
2022 10 14 15 0.5211 0.6281 0.9251 0.7654 
2022 10 14 16 0.5208 0.6279 0.9252 0.7655 
2022 10 14 17 0.5205 0.6278 0.9252 0.7656 
2022 10 14 18 0.5201 0.6276 0.9252 0.7657 
2022 10 14 19 0.5198 0.6274 0.9252 0.7659 
2022 10 14 20 0.5194 0.6272 0.9252 0.7660 
2022 10 14 21 0.5191 0.6270 0.9253 0.7661 
2022 10 14 22 0.5188 0.6268 0.9253 0.7662 
2022 10 14 23 0.5184 0.6266 0.9253 0.7663 
2022 10 15 0 0.5182 0.6264 0.9253 0.7665 
2022 10 15 1 0.5181 0.6263 0.9254 0.7666 
2022 10 15 2 0.5181 0.6261 0.9254 0.7668 
2022 10 15 3 0.5183 0.6260 0.9255 0.7670 
2022 10 15 4 0.5187 0.6259 0.9256 0.7672 
2022 10 15 5 0.5190 0.6257 0.9256 0.7674 
2022 10 15 6 0.5193 0.6256 0.9257 0.7676 
2022 10 15 7 0.5197 0.6255 0.9258 0.7678 
2022 10 15 8 0.5200 0.6254 0.9259 0.7681 
2022 10 15 9 0.5204 0.6253 0.9259 0.7683 
2022 10 15 10 0.5207 0.6252 0.9260 0.7685 
2022 10 15 11 0.5210 0.6250 0.9261 0.7687 
2022 10 15 12 0.5212 0.6249 0.9262 0.7689 
2022 10 15 13 0.5215 0.6248 0.9262 0.7691 
2022 10 15 14 0.5217 0.6247 0.9263 0.7693 
2022 10 15 15 0.5218 0.6245 0.9263 0.7695 
2022 10 15 16 0.5220 0.6244 0.9264 0.7697 
2022 10 15 17 0.5221 0.6242 0.9265 0.7699 
2022 10 15 18 0.5223 0.6241 0.9265 0.7701 
2022 10 15 19 0.5226 0.6240 0.9266 0.7703 
2022 10 15 20 0.5230 0.6239 0.9267 0.7705 
2022 10 15 21 0.5234 0.6238 0.9268 0.7707 
2022 10 15 22 0.5238 0.6237 0.9269 0.7709 
2022 10 15 23 0.5243 0.6236 0.9269 0.7712 
2022 10 16 0 0.5247 0.6234 0.9270 0.7714 
2022 10 16 1 0.5252 0.6233 0.9271 0.7716 
2022 10 16 2 0.5256 0.6232 0.9272 0.7719 
2022 10 16 3 0.5260 0.6231 0.9273 0.7721 
2022 10 16 4 0.5265 0.6230 0.9274 0.7723 
2022 10 16 5 0.5269 0.6229 0.9275 0.7725 
2022 10 16 6 0.5272 0.6228 0.9275 0.7728 
2022 10 16 7 0.5276 0.6227 0.9276 0.7730 
2022 10 16 8 0.5280 0.6226 0.9277 0.7732 
2022 10 16 9 0.5283 0.6225 0.9278 0.7734 
2022 10 16 10 0.5287 0.6223 0.9279 0.7737 
2022 10 16 11 0.5290 0.6222 0.9279 0.7739 
2022 10 16 12 0.5295 0.6221 0.9280 0.7741 
2022 10 16 13 0.5300 0.6220 0.9281 0.7744 
2022 10 16 14 0.5305 0.6219 0.9282 0.7746 
2022 10 16 15 0.5311 0.6218 0.9283 0.7749 
2022 10 16 16 0.5317 0.6218 0.9284 0.7751 
2022 10 16 17 0.5323 0.6217 0.9285 0.7754 
2022 10 16 18 0.5330 0.6216 0.9286 0.7756 
2022 10 16 19 0.5336 0.6215 0.9287 0.7759 
2022 10 16 20 0.5343 0.6214 0.9288 0.7761 
2022 10 16 21 0.5349 0.6213 0.9289 0.7764 
2022 10 16 22 0.5355 0.6213 0.9290 0.7767 
2022 10 16 23 0.5361 0.6212 0.9292 0.7769 
2022 10 17 0 0.5367 0.6211 0.9293 0.7772 
2022 10 17 1 0.5372 0.6210 0.9293 0.7774 
2022 10 17 2 0.5378 0.6209 0.9294 0.7777 
2022 10 17 3 0.5383 0.6208 0.9295 0.7779 
2022 10 17 4 0.5388 0.6207 0.9296 0.7782 
2022 10 17 5 0.5392 0.6206 0.9297 0.7784 
2022 10 17 6 0.5397 0.6205 0.9298 0.7786 
2022 10 17 7 0.5401 0.6204 0.9299 0.7789 
2022 10 17 8 0.5405 0.6203 0.9300 0.7791 
2022 10 17 9 0.5409 0.6202 0.9301 0.7793 
2022 10 17 10 0.5413 0.6201 0.9302 0.7795 
2022 10 17 11 0.5416 0.6199 0.9302 0.7798 
2022 10 17 12 0.5419 0.6198 0.9303 0.7800 
2022 10 17 13 0.5422 0.6197 0.9304 0.7802 
2022 10 17 14 0.5425 0.6196 0.9305 0.7804 
2022 10 17 15 0.5428 0.6195 0.9306 0.7806 
2022 10 17 16 0.5431 0.6194 0.9306 0.7809 
2022 10 17 17 0.5434 0.6192 0.9307 0.7811 
2022 10 17 18 0.5437 0.6191 0.9308 0.7813 
2022 10 17 19 0.5440 0.6190 0.9309 0.7815 
2022 10 17 20 0.5443 0.6189 0.9309 0.7817 
2022 10 17 21 0.5446 0.6188 0.9310 0.7820 
2022 10 17 22 0.5450 0.6186 0.9311 0.7822 
2022 10 17 23 0.5453 0.6185 0.9312 0.7824 
2022 10 18 0 0.5456 0.6184 0.9313 0.7826 
2022 10 18 1 0.5459 0.6183 0.9313 0.7829 
2022 10 18 2 0.5462 0.6182 0.9314 0.7831 
2022 10 18 3 0.5465 0.6181 0.9315 0.7833 
2022 10 18 4 0.5468 0.6179 0.9316 0.7835 
2022 10 18 5 0.5471 0.6178 0.9317 0.7837 
2022 10 18 6 0.5473 0.6177 0.9317 0.7840 
2022 10 18 7 0.5476 0.6176 0.9318 0.7842 
2022 10 18 8 0.5479 0.6175 0.9319 0.7844 
2022 10 18 9 0.5482 0.6173 0.9320 0.7846 
2022 10 18 10 0.5485 0.6172 0.9320 0.7848 
2022 10 18 11 0.5488 0.6171 0.9321 0.7851 
2022 10 18 12 0.5491 0.6170 0.9322 0.7853 
2022 10 18 13 0.5494 0.6169 0.9323 0.7855 
2022 10 18 14 0.5497 0.6168 0.9324 0.7857 
2022 10 18 15 0.5500 0.6166 0.9324 0.7859 
2022 10 18 16 0.5503 0.6165 0.9325 0.7862 
2022 10 18 17 0.5506 0.6164 0.9326 0.7864 
2022 10 18 18 0.5509 0.6163 0.9327 0.7866 
2022 10 18 19 0.5511 0.6162 0.9328 0.7868 
2022 10 18 20 0.5514 0.6160 0.9328 0.7870 
2022 10 18 21 0.5516 0.6159 0.9329 0.7873 
2022 10 18 22 0.5518 0.6158 0.9330 0.7875 
2022 10 18 23 0.5520 0.6157 0.9331 0.7877 
2022 10 19 0 0.5522 0.6155 0.9331 0.7879 
2022 10 19 1 0.5524 0.6154 0.9332 0.7881 
2022 10 19 2 0.5526 0.6153 0.9333 0.7883 
2022 10 19 3 0.5527 0.6151 0.9333 0.7885 
2022 10 19 4 0.5529 0.6150 0.9334 0.7887 
2022 10 19 5 0.5530 0.6149 0.9335 0.7889 
2022 10 19 6 0.5532 0.6147 0.9335 0.7891 
2022 10 19 7 0.5533 0.6146 0.9336 0.7893 
2022 10 19 8 0.5534 0.6145 0.9337 0.7895 
2022 10 19 9 0.5535 0.6143 0.9337 0.7897 
2022 10 19 10 0.5535 0.6142 0.9338 0.7899 
2022 10 19 11 0.5536 0.6140 0.9338 0.7901 
2022 10 19 12 0.5537 0.6139 0.9339 0.7903 
2022 10 19 13 0.5537 0.6138 0.9340 0.7905 
2022 10 19 14 0.5537 0.6136 0.9340 0.7907 
2022 10 19 15 0.5538 0.6135 0.9341 0.7908 
2022 10 19 16 0.5538 0.6133 0.9341 0.7910 
2022 10 19 17 0.5538 0.6132 0.9342 0.7912 
2022 10 19 18 0.5538 0.6130 0.9343 0.7914 
2022 10 19 19 0.5538 0.6129 0.9343 0.7916 
2022 10 19 20 0.5538 0.6127 0.9344 0.7918 
2022 10 19 21 0.5537 0.6126 0.9344 0.7919 
2022 10 19 22 0.5537 0.6124 0.9345 0.7921 
2022 10 19 23 0.5536 0.6123 0.9345 0.7923 
2022 10 20 0 0.5536 0.6121 0.9346 0.7925 
2022 10 20 1 0.5535 0.6119 0.9346 0.7927 
2022 10 20 2 0.5534 0.6118 0.9347 0.7928 
2022 10 20 3 0.5533 0.6116 0.9347 0.7930 
2022 10 20 4 0.5532 0.6115 0.9348 0.7932 
2022 10 20 5 0.5531 0.6113 0.9348 0.7933 
2022 10 20 6 0.5529 0.6111 0.9349 0.7935 
2022 10 20 7 0.5528 0.6110 0.9349 0.7937 
2022 10 20 8 0.5526 0.6108 0.9349 0.7938 
2022 10 20 9 0.5525 0.6106 0.9350 0.7940 
2022 10 20 10 0.5523 0.6105 0.9350 0.7942 
2022 10 20 11 0.5521 0.6103 0.9351 0.7943 
2022 10 20 12 0.5519 0.6101 0.9351 0.7945 
2022 10 20 13 0.5517 0.6100 0.9352 0.7947 
2022 10 20 14 0.5515 0.6098 0.9352 0.7948 
2022 10 20 15 0.5513 0.6096 0.9352 0.7950 
2022 10 20 16 0.5511 0.6095 0.9353 0.7951 
2022 10 20 17 0.5509 0.6093 0.9353 0.7953 
2022 10 20 18 0.5506 0.6091 0.9354 0.7955 
2022 10 20 19 0.5504 0.6089 0.9354 0.7956 
2022 10 20 20 0.5502 0.6088 0.9354 0.7958 
2022 10 20 21 0.5499 0.6086 0.9355 0.7959 
2022 10 20 22 0.5496 0.6084 0.9355 0.7961 
2022 10 20 23 0.5494 0.6082 0.9355 0.7962 
2022 10 21 0 0.5491 0.6081 0.9356 0.7964 
2022 10 21 1 0.5488 0.6079 0.9356 0.7965 
2022 10 21 2 0.5486 0.6077 0.9356 0.7967 
2022 10 21 3 0.5483 0.6075 0.9357 0.7968 
2022 10 21 4 0.5480 0.6074 0.9357 0.7970 
2022 10 21 5 0.5477 0.6072 0.9357 0.7971 
2022 10 21 6 0.5474 0.6070 0.9358 0.7972 
2022 10 21 7 0.5471 0.6068 0.9358 0.7974 
2022 10 21 8 0.5468 0.6066 0.9358 0.7975 
2022 10 21 9 0.5465 0.6064 0.9358 0.7977 
2022 10 21 10 0.5462 0.6063 0.9359 0.7978 
2022 10 21 11 0.5458 0.6061 0.9359 0.7980 
2022 10 21 12 0.5455 0.6059 0.9359 0.7981 
2022 10 21 13 0.5452 0.6057 0.9360 0.7982 
2022 10 21 14 0.5448 0.6055 0.9360 0.7984 
2022 10 21 15 0.5445 0.6053 0.9360 0.7985 
2022 10 21 16 0.5442 0.6051 0.9360 0.7987 
2022 10 21 17 0.5438 0.6050 0.9361 0.7988 
2022 10 21 18 0.5435 0.6048 0.9361 0.7989 
2022 10 21 19 0.5431 0.6046 0.9361 0.7991 
2022 10 21 20 0.5427 0.6044 0.9361 0.7992 
2022 10 21 21 0.5424 0.6042 0.9362 0.7993 
2022 10 21 22 0.5420 0.6040 0.9362 0.7995 
2022 10 21 23 0.5416 0.6038 0.9362 0.7996 
2022 10 22 0 0.5413 0.6036 0.9362 0.7997 
2022 10 22 1 0.5409 0.6035 0.9363 0.7999 
2022 10 22 2 0.5405 0.6033 0.9363 0.8000 
2022 10 22 3 0.5401 0.6031 0.9363 0.8001 
2022 10 22 4 0.5397 0.6029 0.9363 0.8002 
2022 10 22 5 0.5394 0.6027 0.9363 0.8004 
2022 10 22 6 0.5390 0.6025 0.9364 0.8005 
2022 10 22 7 0.5386 0.6023 0.9364 0.8006 
2022 10 22 8 0.5382 0.6021 0.9364 0.8008 
2022 10 22 9 0.5377 0.6019 0.9364 0.8009 
2022 10 22 10 0.5373 0.6017 0.9364 0.8010 
2022 10 22 11 0.5369 0.6015 0.9365 0.8011 
2022 10 22 12 0.5365 0.6013 0.9365 0.8012 
2022 10 22 13 0.5361 0.6011 0.9365 0.8014 
2022 10 22 14 0.5357 0.6009 0.9365 0.8015 
2022 10 22 15 0.5352 0.6007 0.9365 0.8016 
2022 10 22 16 0.5348 0.6005 0.9366 0.8017 
2022 10 22 17 0.5344 0.6003 0.9366 0.8019 
2022 10 22 18 0.5340 0.6002 0.9366 0.8020 
2022 10 22 19 0.5337 0.6000 0.9366 0.8021 
2022 10 22 20 0.5333 0.5998 0.9366 0.8022 
2022 10 22 21 0.5331 0.5996 0.9366 0.8023 
2022 10 22 22 0.5329 0.5994 0.9367 0.8025 
2022 10 22 23 0.5327 0.5992 0.9367 0.8026 
2022 10 23 0 0.5327 0.5991 0.9367 0.8027 
2022 10 23 1 0.5327 0.5989 0.9367 0.8028 
2022 10 23 2 0.5328 0.5987 0.9368 0.8029 
2022 10 23 3 0.5330 0.5986 0.9368 0.8030 
2022 10 23 4 0.5334 0.5984 0.9368 0.8032 
2022 10 23 5 0.5337 0.5983 0.9369 0.8033 
2022 10 23 6 0.5342 0.5981 0.9369 0.8034 
2022 10 23 7 0.5347 0.5980 0.9369 0.8035 
2022 10 23 8 0.5353 0.5979 0.9370 0.8036 
2022 10 23 9 0.5359 0.5977 0.9370 0.8037 
2022 10 23 10 0.5366 0.5976 0.9370 0.8038 
2022 10 23 11 0.5373 0.5975 0.9371 0.8040 
2022 10 23 12 0.5381 0.5974 0.9371 0.8041 
2022 10 23 13 0.5388 0.5973 0.9371 0.8042 
2022 10 23 14 0.5396 0.5971 0.9372 0.8043 
2022 10 23 15 0.5404 0.5970 0.9372 0.8044 
2022 10 23 16 0.5412 0.5969 0.9373 0.8045 
2022 10 23 17 0.5421 0.5968 0.9373 0.8046 
2022 10 23 18 0.5430 0.5967 0.9373 0.8047 
2022 10 23 19 0.5441 0.5966 0.9374 0.8048 
2022 10 23 20 0.5452 0.5965 0.9374 0.8050 
2022 10 23 21 0.5464 0.5964 0.9375 0.8051 
2022 10 23 22 0.5478 0.5963 0.9375 0.8052 
2022 10 23 23 0.5493 0.5962 0.9376 0.8053 
2022 10 24 0 0.5509 0.5962 0.9376 0.8054 
2022 10 24 1 0.5526 0.5961 0.9377 0.8055 
2022 10 24 2 0.5543 0.5961 0.9377 0.8056 
2022 10 24 3 0.5560 0.5960 0.9378 0.8057 
2022 10 24 4 0.5578 0.5960 0.9378 0.8058 
2022 10 24 5 0.5595 0.5959 0.9379 0.8059 
2022 10 24 6 0.5612 0.5958 0.9380 0.8060 
2022 10 24 7 0.5629 0.5958 0.9380 0.8061 
2022 10 24 8 0.5644 0.5957 0.9381 0.8062 
2022 10 24 9 0.5660 0.5956 0.9381 0.8063 
2022 10 24 10 0.5674 0.5956 0.9382 0.8064 
2022 10 24 11 0.5688 0.5955 0.9382 0.8066 
2022 10 24 12 0.5702 0.5954 0.9383 0.8067 
2022 10 24 13 0.5715 0.5953 0.9383 0.8068 
2022 10 24 14 0.5728 0.5952 0.9384 0.8069 
2022 10 24 15 0.5740 0.5952 0.9384 0.8070 
2022 10 24 16 0.5751 0.5951 0.9385 0.8072 
2022 10 24 17 0.5762 0.5950 0.9385 0.8073 
2022 10 24 18 0.5773 0.5949 0.9386 0.8074 
2022 10 24 19 0.5783 0.5948 0.9386 0.8075 
2022 10 24 20 0.5793 0.5947 0.9387 0.8077 
2022 10 24 21 0.5802 0.5946 0.9387 0.8078 
2022 10 24 22 0.5810 0.5945 0.9388 0.8079 
2022 10 24 23 0.5818 0.5944 0.9388 0.8081 
2022 10 25 0 0.5827 0.5943 0.9389 0.8082 
2022 10 25 1 0.5834 0.5941 0.9389 0.8083 
2022 10 25 2 0.5842 0.5940 0.9390 0.8085 
2022 10 25 3 0.5849 0.5939 0.9390 0.8086 
2022 10 25 4 0.5857 0.5938 0.9391 0.8088 
2022 10 25 5 0.5864 0.5937 0.9391 0.8089 
2022 10 25 6 0.5871 0.5936 0.9392 0.8090 
2022 10 25 7 0.5877 0.5935 0.9392 0.8092 
2022 10 25 8 0.5884 0.5933 0.9393 0.8093 
2022 10 25 9 0.5891 0.5932 0.9393 0.8095 
2022 10 25 10 0.5897 0.5931 0.9394 0.8096 
2022 10 25 11 0.5904 0.5930 0.9394 0.8098 
2022 10 25 12 0.5910 0.5929 0.9395 0.8099 
2022 10 25 13 0.5916 0.5928 0.9395 0.8101 
2022 10 25 14 0.5922 0.5926 0.9396 0.8102 
2022 10 25 15 0.5928 0.5925 0.9396 0.8104 
2022 10 25 16 0.5934 0.5924 0.9397 0.8105 
2022 10 25 17 0.5939 0.5923 0.9398 0.8107 
2022 10 25 18 0.5944 0.5922 0.9398 0.8108 
2022 10 25 19 0.5950 0.5920 0.9399 0.8110 
2022 10 25 20 0.5955 0.5919 0.9399 0.8111 
2022 10 25 21 0.5959 0.5918 0.9400 0.8113 
2022 10 25 22 0.5964 0.5917 0.9400 0.8114 
2022 10 25 23 0.5969 0.5915 0.9400 0.8116 
2022 10 26 0 0.5974 0.5914 0.9401 0.8117 
2022 10 26 1 0.5979 0.5913 0.9401 0.8119 
2022 10 26 2 0.5984 0.5911 0.9402 0.8120 
2022 10 26 3 0.5991 0.5910 0.9402 0.8122 
2022 10 26 4 0.6003 0.5909 0.9403 0.8123 
2022 10 26 5 0.6020 0.5909 0.9404 0.8124 
2022 10 26 6 0.6043 0.5909 0.9405 0.8126 
2022 10 26 7 0.6075 0.5909 0.9405 0.8127 
2022 10 26 8 0.6115 0.5910 0.9407 0.8128 
2022 10 26 9 0.6164 0.5912 0.9408 0.8130 
2022 10 26 10 0.6218 0.5914 0.9409 0.8131 
2022 10 26 11 0.6274 0.5916 0.9411 0.8132 
2022 10 26 12 0.6330 0.5918 0.9412 0.8134 
2022 10 26 13 0.6386 0.5920 0.9414 0.8135 
2022 10 26 14 0.6439 0.5922 0.9415 0.8136 
2022 10 26 15 0.6490 0.5924 0.9417 0.8138 
2022 10 26 16 0.6538 0.5926 0.9418 0.8139 
2022 10 26 17 0.6582 0.5927 0.9419 0.8140 
2022 10 26 18 0.6624 0.5928 0.9420 0.8142 
2022 10 26 19 0.6662 0.5929 0.9421 0.8143 
2022 10 26 20 0.6698 0.5930 0.9423 0.8144 
2022 10 26 21 0.6731 0.5930 0.9424 0.8145 
2022 10 26 22 0.6762 0.5931 0.9424 0.8147 
2022 10 26 23 0.6790 0.5931 0.9425 0.8148 
2022 10 27 0 0.6816 0.5931 0.9426 0.8149 
2022 10 27 1 0.6841 0.5931 0.9427 0.8150 
2022 10 27 2 0.6863 0.5931 0.9428 0.8152 
2022 10 27 3 0.6885 0.5931 0.9429 0.8153 
2022 10 27 4 0.6904 0.5930 0.9429 0.8154 
2022 10 27 5 0.6923 0.5930 0.9430 0.8156 
2022 10 27 6 0.6941 0.5930 0.9431 0.8157 
2022 10 27 7 0.6957 0.5929 0.9431 0.8158 
2022 10 27 8 0.6972 0.5928 0.9432 0.8160 
2022 10 27 9 0.6987 0.5928 0.9433 0.8161 
2022 10 27 10 0.7000 0.5927 0.9433 0.8162 
2022 10 27 11 0.7013 0.5926 0.9434 0.8164 
2022 10 27 12 0.7026 0.5925 0.9434 0.8165 
2022 10 27 13 0.7037 0.5925 0.9435 0.8166 
2022 10 27 14 0.7048 0.5924 0.9435 0.8167 
2022 10 27 15 0.7058 0.5923 0.9436 0.8169 
2022 10 27 16 0.7068 0.5922 0.9436 0.8170 
2022 10 27 17 0.7077 0.5921 0.9437 0.8171 
2022 10 27 18 0.7086 0.5919 0.9437 0.8173 
2022 10 27 19 0.7094 0.5918 0.9438 0.8174 
2022 10 27 20 0.7102 0.5917 0.9438 0.8175 
2022 10 27 21 0.7109 0.5916 0.9439 0.8176 
2022 10 27 22 0.7117 0.5915 0.9439 0.8178 
2022 10 27 23 0.7124 0.5914 0.9439 0.8179 
2022 10 28 0 0.7131 0.5912 0.9440 0.8180 
2022 10 28 1 0.7137 0.5911 0.9440 0.8181 
2022 10 28 2 0.7144 0.5910 0.9441 0.8182 
2022 10 28 3 0.7150 0.5909 0.9441 0.8184 
2022 10 28 4 0.7156 0.5907 0.9441 0.8185 
2022 10 28 5 0.7162 0.5906 0.9442 0.8186 
2022 10 28 6 0.7168 0.5905 0.9442 0.8187 
2022 10 28 7 0.7174 0.5904 0.9443 0.8188 
2022 10 28 8 0.7180 0.5902 0.9443 0.8190 
2022 10 28 9 0.7186 0.5901 0.9443 0.8191 
2022 10 28 10 0.7192 0.5900 0.9444 0.8192 
2022 10 28 11 0.7199 0.5899 0.9444 0.8193 
2022 10 28 12 0.7206 0.5897 0.9444 0.8194 
2022 10 28 13 0.7213 0.5896 0.9445 0.8196 
