RESERVOIR node 10 SKYFONNA
reservoir_init_fr= 0.65000  init_masl=301.000
Filling at HRW [Mm3] = 28.74939
Filling at LRW [Mm3] = 5.74988
Active reservoir capacity [Mm3] = 22.99951
outlet_auto_qmin_masl [masl] = 283.000
yyyy mm dd hh [m3/s] [Euro/MWh] [fr] [m3/s] [Mm3] [masl] [fr] [Euro]         [m3/s]     [m3/s]    [m3/s]   [m3/s]    [m3/s]   [m3/s]    [m3/s]     [m3/s] 
yyyy mm dd hh Inflow Price Action Up_Inflow Res_Mm3 Res_masl Res_fr lrw_cost tunnelflow hatchflow overflow auto_qmin pump_in pump_out tot_inflow tot_outflow
2026 1 16 17 4.3000 56.2500 0.0000 0.0000 20.5456 300.8662 0.6433 0.0000 5.7795 0.0000 0.0000 0.2000 0.0000 0.0000 4.3000 5.9795 
2026 1 16 18 4.4240 54.0500 0.0000 0.0000 20.5365 300.8582 0.6429 0.0000 6.7500 0.0000 0.0000 0.2000 0.0000 0.0000 4.4240 6.9500 
2026 1 16 19 4.5200 50.5600 0.0000 0.0000 20.5243 300.8476 0.6424 0.0000 7.7205 0.0000 0.0000 0.2000 0.0000 0.0000 4.5200 7.9205 
2026 1 16 20 4.5800 46.0000 0.0000 0.0000 20.5090 300.8343 0.6417 0.0000 8.6250 0.0000 0.0000 0.2000 0.0000 0.0000 4.5800 8.8250 
2026 1 16 21 4.6000 40.6900 0.0000 0.0000 20.4910 300.8187 0.6409 0.0000 9.4020 0.0000 0.0000 0.2000 0.0000 0.0000 4.6000 9.6020 
2026 1 16 22 4.5800 35.0000 0.0000 0.0000 20.4708 300.8011 0.6401 0.0000 9.9975 0.0000 0.0000 0.2000 0.0000 0.0000 4.5800 10.1975 
2026 1 16 23 4.5200 29.3100 0.0000 0.0000 20.4490 300.7821 0.6391 0.0000 10.3725 0.0000 0.0000 0.2000 0.0000 0.0000 4.5200 10.5725 
2026 1 17 0 4.4240 24.0000 0.0000 0.0000 20.4264 300.7625 0.6381 0.0000 10.5000 0.0000 0.0000 0.2000 0.0000 0.0000 4.4240 10.7000 
2026 1 17 1 4.3000 19.4400 0.0000 0.0000 20.4038 300.7428 0.6371 0.0000 10.3725 0.0000 0.0000 0.2000 0.0000 0.0000 4.3000 10.5725 
2026 1 17 2 4.1550 15.9500 0.0000 0.0000 20.3821 300.7239 0.6362 0.0000 9.9975 0.0000 0.0000 0.2000 0.0000 0.0000 4.1550 10.1975 
2026 1 17 3 4.0000 13.7500 0.0000 0.0000 20.3619 300.7064 0.6353 0.0000 9.4020 0.0000 0.0000 0.2000 0.0000 0.0000 4.0000 9.6020 
2026 1 17 4 3.8450 13.0000 0.0000 0.0000 20.3440 300.6908 0.6345 0.0000 8.6250 0.0000 0.0000 0.2000 0.0000 0.0000 3.8450 8.8250 
2026 1 17 5 3.7000 13.7500 0.0000 0.0000 20.3288 300.6776 0.6339 0.0000 7.7205 0.0000 0.0000 0.2000 0.0000 0.0000 3.7000 7.9205 
2026 1 17 6 3.5760 15.9500 0.0000 0.0000 20.3490 300.6952 0.6348 0.0000 6.7500 0.0000 0.0000 0.2000 9.0000 0.0000 12.5760 6.9500 
2026 1 17 7 3.4800 19.4400 0.0000 0.0000 20.3724 300.7155 0.6358 0.0000 5.7795 0.0000 0.0000 0.2000 9.0000 0.0000 12.4800 5.9795 
2026 1 17 8 3.4200 24.0000 0.0000 0.0000 20.3989 300.7385 0.6369 0.0000 4.8750 0.0000 0.0000 0.2000 9.0000 0.0000 12.4200 5.0750 
2026 1 17 9 3.4000 29.3100 0.0000 0.0000 20.4280 300.7639 0.6382 0.0000 4.0980 0.0000 0.0000 0.2000 9.0000 0.0000 12.4000 4.2980 
2026 1 17 10 3.4200 35.0000 0.0000 0.0000 20.4270 300.7630 0.6382 0.0000 3.5025 0.0000 0.0000 0.2000 0.0000 0.0000 3.4200 3.7025 
2026 1 17 11 3.4800 40.6900 0.0000 0.0000 20.4276 300.7635 0.6382 0.0000 3.1275 0.0000 0.0000 0.2000 0.0000 0.0000 3.4800 3.3275 
2026 1 17 12 3.5760 46.0000 0.0000 0.0000 20.4289 300.7647 0.6382 0.0000 3.0000 0.0000 0.0000 0.2000 0.0000 0.0000 3.5760 3.2000 
2026 1 17 13 3.7000 50.5600 0.0000 0.0000 20.4303 300.7658 0.6383 0.0000 3.1275 0.0000 0.0000 0.2000 0.0000 0.0000 3.7000 3.3275 
2026 1 17 14 3.8450 54.0500 0.0000 0.0000 20.4308 300.7663 0.6383 0.0000 3.5025 0.0000 0.0000 0.2000 0.0000 0.0000 3.8450 3.7025 
2026 1 17 15 4.0000 56.2500 0.0000 0.0000 20.4297 300.7653 0.6383 0.0000 4.0980 0.0000 0.0000 0.2000 0.0000 0.0000 4.0000 4.2980 
2026 1 17 16 4.1550 57.0000 0.0000 0.0000 20.4264 300.7625 0.6381 0.0000 4.8750 0.0000 0.0000 0.2000 0.0000 0.0000 4.1550 5.0750 
2026 1 17 17 4.3000 56.2500 0.0000 0.0000 20.4204 300.7572 0.6379 0.0000 5.7795 0.0000 0.0000 0.2000 0.0000 0.0000 4.3000 5.9795 
2026 1 17 18 4.4240 54.0500 0.0000 0.0000 20.4113 300.7493 0.6375 0.0000 6.7500 0.0000 0.0000 0.2000 0.0000 0.0000 4.4240 6.9500 
2026 1 17 19 4.5200 50.5600 0.0000 0.0000 20.3990 300.7387 0.6369 0.0000 7.7205 0.0000 0.0000 0.2000 0.0000 0.0000 4.5200 7.9205 
2026 1 17 20 4.5800 46.0000 0.0000 0.0000 20.3837 300.7254 0.6363 0.0000 8.6250 0.0000 0.0000 0.2000 0.0000 0.0000 4.5800 8.8250 
2026 1 17 21 4.6000 40.6900 0.0000 0.0000 20.3657 300.7097 0.6355 0.0000 9.4020 0.0000 0.0000 0.2000 0.0000 0.0000 4.6000 9.6020 
2026 1 17 22 4.5800 35.0000 0.0000 0.0000 20.3455 300.6921 0.6346 0.0000 9.9975 0.0000 0.0000 0.2000 0.0000 0.0000 4.5800 10.1975 
2026 1 17 23 4.5200 29.3100 0.0000 0.0000 20.3237 300.6732 0.6337 0.0000 10.3725 0.0000 0.0000 0.2000 0.0000 0.0000 4.5200 10.5725 
